"Estado","Ano","Tipo","Rango.edades","Valor"
"Aguascalientes ","2013","General","Entre.50.y.59",139
"Baja California ","2013","General","Entre.50.y.59",9
"Baja California Sur","2013","General","Entre.50.y.59",7
"Campeche ","2013","General","Entre.50.y.59",8
"Coahuila ","2013","General","Entre.50.y.59",14
"Colima ","2013","General","Entre.50.y.59",1011
"Chiapas ","2013","General","Entre.50.y.59",51
"Chihuahua ","2013","General","Entre.50.y.59",24
"Distrito Federal ","2013","General","Entre.50.y.59",39
"Durango ","2013","General","Entre.50.y.59",691
"Guanajuato ","2013","General","Entre.50.y.59",2215
"Guerrero ","2013","General","Entre.50.y.59",4522
"Hidalgo ","2013","General","Entre.50.y.59",17
"Jalisco ","2013","General","Entre.50.y.59",4154
"Mexico","2013","General","Entre.50.y.59",740
"Michoacan","2013","General","Entre.50.y.59",2453
"Morelos ","2013","General","Entre.50.y.59",2818
"Nayarit ","2013","General","Entre.50.y.59",1285
"Nuevo Leon","2013","General","Entre.50.y.59",13
"Oaxaca ","2013","General","Entre.50.y.59",505
"Puebla ","2013","General","Entre.50.y.59",1138
"Queretaro","2013","General","Entre.50.y.59",513
"Quintana Roo ","2013","General","Entre.50.y.59",12
"San Luis Potosi","2013","General","Entre.50.y.59",41
"Sinaloa ","2013","General","Entre.50.y.59",936
"Sonora ","2013","General","Entre.50.y.59",484
"Tabasco ","2013","General","Entre.50.y.59",4
"Tamaulipas ","2013","General","Entre.50.y.59",40
"Tlaxcala ","2013","General","Entre.50.y.59",6
"Veracruz ","2013","General","Entre.50.y.59",24
"Yucatan","2013","General","Entre.50.y.59",7
"Zacatecas ","2013","General","Entre.50.y.59",305
"Aguascalientes ","2003","General","Entre.60.y.64",34
"Baja California ","2003","General","Entre.60.y.64",1
"Baja California Sur","2003","General","Entre.60.y.64",0
"Campeche ","2003","General","Entre.60.y.64",0
"Coahuila ","2003","General","Entre.60.y.64",0
"Colima ","2003","General","Entre.60.y.64",287
"Chiapas ","2003","General","Entre.60.y.64",5
"Chihuahua ","2003","General","Entre.60.y.64",12
"Distrito Federal ","2003","General","Entre.60.y.64",4
"Durango ","2003","General","Entre.60.y.64",175
"Guanajuato ","2003","General","Entre.60.y.64",470
"Guerrero ","2003","General","Entre.60.y.64",710
"Hidalgo ","2003","General","Entre.60.y.64",7
"Jalisco ","2003","General","Entre.60.y.64",1307
"Mexico","2003","General","Entre.60.y.64",133
"Michoacan","2003","General","Entre.60.y.64",679
"Morelos ","2003","General","Entre.60.y.64",915
"Nayarit ","2003","General","Entre.60.y.64",442
"Nuevo Leon","2003","General","Entre.60.y.64",4
"Oaxaca ","2003","General","Entre.60.y.64",154
"Puebla ","2003","General","Entre.60.y.64",491
"Queretaro","2003","General","Entre.60.y.64",92
"Quintana Roo ","2003","General","Entre.60.y.64",0
"San Luis Potosi","2003","General","Entre.60.y.64",6
"Sinaloa ","2003","General","Entre.60.y.64",258
"Sonora ","2003","General","Entre.60.y.64",312
"Tabasco ","2003","General","Entre.60.y.64",0
"Tamaulipas ","2003","General","Entre.60.y.64",9
"Tlaxcala ","2003","General","Entre.60.y.64",0
"Veracruz ","2003","General","Entre.60.y.64",6
"Yucatan","2003","General","Entre.60.y.64",4
"Zacatecas ","2003","General","Entre.60.y.64",94
"Aguascalientes ","2004","General","Entre.60.y.64",86
"Baja California ","2004","General","Entre.60.y.64",1
"Baja California Sur","2004","General","Entre.60.y.64",2
"Campeche ","2004","General","Entre.60.y.64",0
"Coahuila ","2004","General","Entre.60.y.64",3
"Colima ","2004","General","Entre.60.y.64",308
"Chiapas ","2004","General","Entre.60.y.64",6
"Chihuahua ","2004","General","Entre.60.y.64",16
"Distrito Federal ","2004","General","Entre.60.y.64",4
"Durango ","2004","General","Entre.60.y.64",156
"Guanajuato ","2004","General","Entre.60.y.64",553
"Guerrero ","2004","General","Entre.60.y.64",884
"Hidalgo ","2004","General","Entre.60.y.64",8
"Jalisco ","2004","General","Entre.60.y.64",1356
"Mexico","2004","General","Entre.60.y.64",120
"Michoacan","2004","General","Entre.60.y.64",562
"Morelos ","2004","General","Entre.60.y.64",724
"Nayarit ","2004","General","Entre.60.y.64",476
"Nuevo Leon","2004","General","Entre.60.y.64",8
"Oaxaca ","2004","General","Entre.60.y.64",144
"Puebla ","2004","General","Entre.60.y.64",490
"Queretaro","2004","General","Entre.60.y.64",65
"Quintana Roo ","2004","General","Entre.60.y.64",0
"San Luis Potosi","2004","General","Entre.60.y.64",10
"Sinaloa ","2004","General","Entre.60.y.64",248
"Sonora ","2004","General","Entre.60.y.64",156
"Tabasco ","2004","General","Entre.60.y.64",0
"Tamaulipas ","2004","General","Entre.60.y.64",9
"Tlaxcala ","2004","General","Entre.60.y.64",1
"Veracruz ","2004","General","Entre.60.y.64",9
"Yucatan","2004","General","Entre.60.y.64",1
"Zacatecas ","2004","General","Entre.60.y.64",107
"Aguascalientes ","2005","General","Entre.60.y.64",40
"Baja California ","2005","General","Entre.60.y.64",6
"Baja California Sur","2005","General","Entre.60.y.64",0
"Campeche ","2005","General","Entre.60.y.64",2
"Coahuila ","2005","General","Entre.60.y.64",1
"Colima ","2005","General","Entre.60.y.64",264
"Chiapas ","2005","General","Entre.60.y.64",11
"Chihuahua ","2005","General","Entre.60.y.64",7
"Distrito Federal ","2005","General","Entre.60.y.64",7
"Durango ","2005","General","Entre.60.y.64",136
"Guanajuato ","2005","General","Entre.60.y.64",566
"Guerrero ","2005","General","Entre.60.y.64",891
"Hidalgo ","2005","General","Entre.60.y.64",10
"Jalisco ","2005","General","Entre.60.y.64",1279
"Mexico","2005","General","Entre.60.y.64",142
"Michoacan","2005","General","Entre.60.y.64",646
"Morelos ","2005","General","Entre.60.y.64",950
"Nayarit ","2005","General","Entre.60.y.64",403
"Nuevo Leon","2005","General","Entre.60.y.64",1
"Oaxaca ","2005","General","Entre.60.y.64",183
"Puebla ","2005","General","Entre.60.y.64",536
"Queretaro","2005","General","Entre.60.y.64",66
"Quintana Roo ","2005","General","Entre.60.y.64",3
"San Luis Potosi","2005","General","Entre.60.y.64",6
"Sinaloa ","2005","General","Entre.60.y.64",206
"Sonora ","2005","General","Entre.60.y.64",148
"Tabasco ","2005","General","Entre.60.y.64",0
"Tamaulipas ","2005","General","Entre.60.y.64",2
"Tlaxcala ","2005","General","Entre.60.y.64",0
"Veracruz ","2005","General","Entre.60.y.64",6
"Yucatan","2005","General","Entre.60.y.64",1
"Zacatecas ","2005","General","Entre.60.y.64",89
"Aguascalientes ","2006","General","Entre.60.y.64",45
"Baja California ","2006","General","Entre.60.y.64",1
"Baja California Sur","2006","General","Entre.60.y.64",6
"Campeche ","2006","General","Entre.60.y.64",1
"Coahuila ","2006","General","Entre.60.y.64",5
"Colima ","2006","General","Entre.60.y.64",283
"Chiapas ","2006","General","Entre.60.y.64",7
"Chihuahua ","2006","General","Entre.60.y.64",8
"Distrito Federal ","2006","General","Entre.60.y.64",6
"Durango ","2006","General","Entre.60.y.64",150
"Guanajuato ","2006","General","Entre.60.y.64",771
"Guerrero ","2006","General","Entre.60.y.64",1132
"Hidalgo ","2006","General","Entre.60.y.64",10
"Jalisco ","2006","General","Entre.60.y.64",1683
"Mexico","2006","General","Entre.60.y.64",163
"Michoacan","2006","General","Entre.60.y.64",741
"Morelos ","2006","General","Entre.60.y.64",1012
"Nayarit ","2006","General","Entre.60.y.64",450
"Nuevo Leon","2006","General","Entre.60.y.64",3
"Oaxaca ","2006","General","Entre.60.y.64",181
"Puebla ","2006","General","Entre.60.y.64",622
"Queretaro","2006","General","Entre.60.y.64",89
"Quintana Roo ","2006","General","Entre.60.y.64",3
"San Luis Potosi","2006","General","Entre.60.y.64",18
"Sinaloa ","2006","General","Entre.60.y.64",251
"Sonora ","2006","General","Entre.60.y.64",99
"Tabasco ","2006","General","Entre.60.y.64",1
"Tamaulipas ","2006","General","Entre.60.y.64",3
"Tlaxcala ","2006","General","Entre.60.y.64",0
"Veracruz ","2006","General","Entre.60.y.64",6
"Yucatan","2006","General","Entre.60.y.64",1
"Zacatecas ","2006","General","Entre.60.y.64",128
"Aguascalientes ","2007","General","Entre.60.y.64",45
"Baja California ","2007","General","Entre.60.y.64",2
"Baja California Sur","2007","General","Entre.60.y.64",3
"Campeche ","2007","General","Entre.60.y.64",1
"Coahuila ","2007","General","Entre.60.y.64",2
"Colima ","2007","General","Entre.60.y.64",289
"Chiapas ","2007","General","Entre.60.y.64",9
"Chihuahua ","2007","General","Entre.60.y.64",5
"Distrito Federal ","2007","General","Entre.60.y.64",5
"Durango ","2007","General","Entre.60.y.64",185
"Guanajuato ","2007","General","Entre.60.y.64",723
"Guerrero ","2007","General","Entre.60.y.64",1068
"Hidalgo ","2007","General","Entre.60.y.64",6
"Jalisco ","2007","General","Entre.60.y.64",1500
"Mexico","2007","General","Entre.60.y.64",148
"Michoacan","2007","General","Entre.60.y.64",653
"Morelos ","2007","General","Entre.60.y.64",1107
"Nayarit ","2007","General","Entre.60.y.64",526
"Nuevo Leon","2007","General","Entre.60.y.64",5
"Oaxaca ","2007","General","Entre.60.y.64",201
"Puebla ","2007","General","Entre.60.y.64",473
"Queretaro","2007","General","Entre.60.y.64",91
"Quintana Roo ","2007","General","Entre.60.y.64",2
"San Luis Potosi","2007","General","Entre.60.y.64",10
"Sinaloa ","2007","General","Entre.60.y.64",247
"Sonora ","2007","General","Entre.60.y.64",101
"Tabasco ","2007","General","Entre.60.y.64",1
"Tamaulipas ","2007","General","Entre.60.y.64",9
"Tlaxcala ","2007","General","Entre.60.y.64",0
"Veracruz ","2007","General","Entre.60.y.64",6
"Yucatan","2007","General","Entre.60.y.64",2
"Zacatecas ","2007","General","Entre.60.y.64",153
"Aguascalientes ","2008","General","Entre.60.y.64",48
"Baja California ","2008","General","Entre.60.y.64",1
"Baja California Sur","2008","General","Entre.60.y.64",4
"Campeche ","2008","General","Entre.60.y.64",2
"Coahuila ","2008","General","Entre.60.y.64",1
"Colima ","2008","General","Entre.60.y.64",270
"Chiapas ","2008","General","Entre.60.y.64",12
"Chihuahua ","2008","General","Entre.60.y.64",3
"Distrito Federal ","2008","General","Entre.60.y.64",8
"Durango ","2008","General","Entre.60.y.64",152
"Guanajuato ","2008","General","Entre.60.y.64",746
"Guerrero ","2008","General","Entre.60.y.64",1093
"Hidalgo ","2008","General","Entre.60.y.64",5
"Jalisco ","2008","General","Entre.60.y.64",1418
"Mexico","2008","General","Entre.60.y.64",190
"Michoacan","2008","General","Entre.60.y.64",720
"Morelos ","2008","General","Entre.60.y.64",978
"Nayarit ","2008","General","Entre.60.y.64",443
"Nuevo Leon","2008","General","Entre.60.y.64",3
"Oaxaca ","2008","General","Entre.60.y.64",206
"Puebla ","2008","General","Entre.60.y.64",543
"Queretaro","2008","General","Entre.60.y.64",89
"Quintana Roo ","2008","General","Entre.60.y.64",0
"San Luis Potosi","2008","General","Entre.60.y.64",18
"Sinaloa ","2008","General","Entre.60.y.64",258
"Sonora ","2008","General","Entre.60.y.64",100
"Tabasco ","2008","General","Entre.60.y.64",0
"Tamaulipas ","2008","General","Entre.60.y.64",11
"Tlaxcala ","2008","General","Entre.60.y.64",0
"Veracruz ","2008","General","Entre.60.y.64",8
"Yucatan","2008","General","Entre.60.y.64",1
"Zacatecas ","2008","General","Entre.60.y.64",141
"Aguascalientes ","2009","General","Entre.60.y.64",68
"Baja California ","2009","General","Entre.60.y.64",2
"Baja California Sur","2009","General","Entre.60.y.64",1
"Campeche ","2009","General","Entre.60.y.64",6
"Coahuila ","2009","General","Entre.60.y.64",1
"Colima ","2009","General","Entre.60.y.64",288
"Chiapas ","2009","General","Entre.60.y.64",12
"Chihuahua ","2009","General","Entre.60.y.64",13
"Distrito Federal ","2009","General","Entre.60.y.64",6
"Durango ","2009","General","Entre.60.y.64",149
"Guanajuato ","2009","General","Entre.60.y.64",554
"Guerrero ","2009","General","Entre.60.y.64",1278
"Hidalgo ","2009","General","Entre.60.y.64",4
"Jalisco ","2009","General","Entre.60.y.64",1585
"Mexico","2009","General","Entre.60.y.64",226
"Michoacan","2009","General","Entre.60.y.64",870
"Morelos ","2009","General","Entre.60.y.64",1041
"Nayarit ","2009","General","Entre.60.y.64",488
"Nuevo Leon","2009","General","Entre.60.y.64",10
"Oaxaca ","2009","General","Entre.60.y.64",202
"Puebla ","2009","General","Entre.60.y.64",549
"Queretaro","2009","General","Entre.60.y.64",88
"Quintana Roo ","2009","General","Entre.60.y.64",6
"San Luis Potosi","2009","General","Entre.60.y.64",8
"Sinaloa ","2009","General","Entre.60.y.64",353
"Sonora ","2009","General","Entre.60.y.64",104
"Tabasco ","2009","General","Entre.60.y.64",3
"Tamaulipas ","2009","General","Entre.60.y.64",5
"Tlaxcala ","2009","General","Entre.60.y.64",1
"Veracruz ","2009","General","Entre.60.y.64",15
"Yucatan","2009","General","Entre.60.y.64",2
"Zacatecas ","2009","General","Entre.60.y.64",124
"Aguascalientes ","2010","General","Entre.60.y.64",48
"Baja California ","2010","General","Entre.60.y.64",1
"Baja California Sur","2010","General","Entre.60.y.64",1
"Campeche ","2010","General","Entre.60.y.64",5
"Coahuila ","2010","General","Entre.60.y.64",3
"Colima ","2010","General","Entre.60.y.64",320
"Chiapas ","2010","General","Entre.60.y.64",5
"Chihuahua ","2010","General","Entre.60.y.64",7
"Distrito Federal ","2010","General","Entre.60.y.64",17
"Durango ","2010","General","Entre.60.y.64",224
"Guanajuato ","2010","General","Entre.60.y.64",616
"Guerrero ","2010","General","Entre.60.y.64",1303
"Hidalgo ","2010","General","Entre.60.y.64",3
"Jalisco ","2010","General","Entre.60.y.64",1380
"Mexico","2010","General","Entre.60.y.64",178
"Michoacan","2010","General","Entre.60.y.64",801
"Morelos ","2010","General","Entre.60.y.64",785
"Nayarit ","2010","General","Entre.60.y.64",435
"Nuevo Leon","2010","General","Entre.60.y.64",3
"Oaxaca ","2010","General","Entre.60.y.64",191
"Puebla ","2010","General","Entre.60.y.64",548
"Queretaro","2010","General","Entre.60.y.64",124
"Quintana Roo ","2010","General","Entre.60.y.64",2
"San Luis Potosi","2010","General","Entre.60.y.64",7
"Sinaloa ","2010","General","Entre.60.y.64",332
"Sonora ","2010","General","Entre.60.y.64",113
"Tabasco ","2010","General","Entre.60.y.64",3
"Tamaulipas ","2010","General","Entre.60.y.64",6
"Tlaxcala ","2010","General","Entre.60.y.64",2
"Veracruz ","2010","General","Entre.60.y.64",8
"Yucatan","2010","General","Entre.60.y.64",2
"Zacatecas ","2010","General","Entre.60.y.64",104
"Aguascalientes ","2011","General","Entre.60.y.64",48
"Baja California ","2011","General","Entre.60.y.64",4
"Baja California Sur","2011","General","Entre.60.y.64",2
"Campeche ","2011","General","Entre.60.y.64",3
"Coahuila ","2011","General","Entre.60.y.64",2
"Colima ","2011","General","Entre.60.y.64",315
"Chiapas ","2011","General","Entre.60.y.64",13
"Chihuahua ","2011","General","Entre.60.y.64",15
"Distrito Federal ","2011","General","Entre.60.y.64",12
"Durango ","2011","General","Entre.60.y.64",240
"Guanajuato ","2011","General","Entre.60.y.64",687
"Guerrero ","2011","General","Entre.60.y.64",1383
"Hidalgo ","2011","General","Entre.60.y.64",1
"Jalisco ","2011","General","Entre.60.y.64",1359
"Mexico","2011","General","Entre.60.y.64",241
"Michoacan","2011","General","Entre.60.y.64",846
"Morelos ","2011","General","Entre.60.y.64",949
"Nayarit ","2011","General","Entre.60.y.64",428
"Nuevo Leon","2011","General","Entre.60.y.64",1
"Oaxaca ","2011","General","Entre.60.y.64",187
"Puebla ","2011","General","Entre.60.y.64",575
"Queretaro","2011","General","Entre.60.y.64",160
"Quintana Roo ","2011","General","Entre.60.y.64",2
"San Luis Potosi","2011","General","Entre.60.y.64",3
"Sinaloa ","2011","General","Entre.60.y.64",402
"Sonora ","2011","General","Entre.60.y.64",166
"Tabasco ","2011","General","Entre.60.y.64",2
"Tamaulipas ","2011","General","Entre.60.y.64",12
"Tlaxcala ","2011","General","Entre.60.y.64",0
"Veracruz ","2011","General","Entre.60.y.64",8
"Yucatan","2011","General","Entre.60.y.64",2
"Zacatecas ","2011","General","Entre.60.y.64",129
"Aguascalientes ","2012","General","Entre.60.y.64",61
"Baja California ","2012","General","Entre.60.y.64",4
"Baja California Sur","2012","General","Entre.60.y.64",4
"Campeche ","2012","General","Entre.60.y.64",5
"Coahuila ","2012","General","Entre.60.y.64",1
"Colima ","2012","General","Entre.60.y.64",347
"Chiapas ","2012","General","Entre.60.y.64",9
"Chihuahua ","2012","General","Entre.60.y.64",9
"Distrito Federal ","2012","General","Entre.60.y.64",19
"Durango ","2012","General","Entre.60.y.64",216
"Guanajuato ","2012","General","Entre.60.y.64",773
"Guerrero ","2012","General","Entre.60.y.64",1514
"Hidalgo ","2012","General","Entre.60.y.64",11
"Jalisco ","2012","General","Entre.60.y.64",1456
"Mexico","2012","General","Entre.60.y.64",225
"Michoacan","2012","General","Entre.60.y.64",983
"Morelos ","2012","General","Entre.60.y.64",866
"Nayarit ","2012","General","Entre.60.y.64",497
"Nuevo Leon","2012","General","Entre.60.y.64",5
"Oaxaca ","2012","General","Entre.60.y.64",195
"Puebla ","2012","General","Entre.60.y.64",549
"Queretaro","2012","General","Entre.60.y.64",139
"Quintana Roo ","2012","General","Entre.60.y.64",1
"San Luis Potosi","2012","General","Entre.60.y.64",12
"Sinaloa ","2012","General","Entre.60.y.64",397
"Sonora ","2012","General","Entre.60.y.64",175
"Tabasco ","2012","General","Entre.60.y.64",1
"Tamaulipas ","2012","General","Entre.60.y.64",14
"Tlaxcala ","2012","General","Entre.60.y.64",2
"Veracruz ","2012","General","Entre.60.y.64",9
"Yucatan","2012","General","Entre.60.y.64",3
"Zacatecas ","2012","General","Entre.60.y.64",130
"Aguascalientes ","2013","General","Entre.60.y.64",64
"Baja California ","2013","General","Entre.60.y.64",2
"Baja California Sur","2013","General","Entre.60.y.64",1
"Campeche ","2013","General","Entre.60.y.64",4
"Coahuila ","2013","General","Entre.60.y.64",3
"Colima ","2013","General","Entre.60.y.64",353
"Chiapas ","2013","General","Entre.60.y.64",11
"Chihuahua ","2013","General","Entre.60.y.64",9
"Distrito Federal ","2013","General","Entre.60.y.64",13
"Durango ","2013","General","Entre.60.y.64",311
"Guanajuato ","2013","General","Entre.60.y.64",770
"Guerrero ","2013","General","Entre.60.y.64",1725
"Hidalgo ","2013","General","Entre.60.y.64",9
"Jalisco ","2013","General","Entre.60.y.64",1457
"Mexico","2013","General","Entre.60.y.64",286
"Michoacan","2013","General","Entre.60.y.64",931
"Morelos ","2013","General","Entre.60.y.64",1045
"Nayarit ","2013","General","Entre.60.y.64",658
"Nuevo Leon","2013","General","Entre.60.y.64",3
"Oaxaca ","2013","General","Entre.60.y.64",220
"Puebla ","2013","General","Entre.60.y.64",504
"Queretaro","2013","General","Entre.60.y.64",163
"Quintana Roo ","2013","General","Entre.60.y.64",1
"San Luis Potosi","2013","General","Entre.60.y.64",15
"Sinaloa ","2013","General","Entre.60.y.64",352
"Sonora ","2013","General","Entre.60.y.64",161
"Tabasco ","2013","General","Entre.60.y.64",1
"Tamaulipas ","2013","General","Entre.60.y.64",15
"Tlaxcala ","2013","General","Entre.60.y.64",2
"Veracruz ","2013","General","Entre.60.y.64",9
"Yucatan","2013","General","Entre.60.y.64",3
"Zacatecas ","2013","General","Entre.60.y.64",154
"Aguascalientes ","2003","General","Mayor.a.65",95
"Baja California ","2003","General","Mayor.a.65",1
"Baja California Sur","2003","General","Mayor.a.65",1
"Campeche ","2003","General","Mayor.a.65",0
"Coahuila ","2003","General","Mayor.a.65",0
"Colima ","2003","General","Mayor.a.65",525
"Chiapas ","2003","General","Mayor.a.65",5
"Chihuahua ","2003","General","Mayor.a.65",16
"Distrito Federal ","2003","General","Mayor.a.65",3
"Durango ","2003","General","Mayor.a.65",280
"Guanajuato ","2003","General","Mayor.a.65",1032
"Guerrero ","2003","General","Mayor.a.65",1206
"Hidalgo ","2003","General","Mayor.a.65",18
"Jalisco ","2003","General","Mayor.a.65",2540
"Mexico","2003","General","Mayor.a.65",211
"Michoacan","2003","General","Mayor.a.65",1501
"Morelos ","2003","General","Mayor.a.65",1758
"Nayarit ","2003","General","Mayor.a.65",889
"Nuevo Leon","2003","General","Mayor.a.65",6
"Oaxaca ","2003","General","Mayor.a.65",359
"Puebla ","2003","General","Mayor.a.65",1266
"Queretaro","2003","General","Mayor.a.65",203
"Quintana Roo ","2003","General","Mayor.a.65",4
"San Luis Potosi","2003","General","Mayor.a.65",19
"Sinaloa ","2003","General","Mayor.a.65",454
"Sonora ","2003","General","Mayor.a.65",869
"Tabasco ","2003","General","Mayor.a.65",0
"Tamaulipas ","2003","General","Mayor.a.65",16
"Tlaxcala ","2003","General","Mayor.a.65",0
"Veracruz ","2003","General","Mayor.a.65",18
"Yucatan","2003","General","Mayor.a.65",2
"Zacatecas ","2003","General","Mayor.a.65",224
"Aguascalientes ","2004","General","Mayor.a.65",181
"Baja California ","2004","General","Mayor.a.65",2
"Baja California Sur","2004","General","Mayor.a.65",3
"Campeche ","2004","General","Mayor.a.65",1
"Coahuila ","2004","General","Mayor.a.65",2
"Colima ","2004","General","Mayor.a.65",604
"Chiapas ","2004","General","Mayor.a.65",10
"Chihuahua ","2004","General","Mayor.a.65",21
"Distrito Federal ","2004","General","Mayor.a.65",11
"Durango ","2004","General","Mayor.a.65",266
"Guanajuato ","2004","General","Mayor.a.65",950
"Guerrero ","2004","General","Mayor.a.65",1552
"Hidalgo ","2004","General","Mayor.a.65",9
"Jalisco ","2004","General","Mayor.a.65",2680
"Mexico","2004","General","Mayor.a.65",231
"Michoacan","2004","General","Mayor.a.65",1206
"Morelos ","2004","General","Mayor.a.65",1503
"Nayarit ","2004","General","Mayor.a.65",811
"Nuevo Leon","2004","General","Mayor.a.65",10
"Oaxaca ","2004","General","Mayor.a.65",367
"Puebla ","2004","General","Mayor.a.65",1200
"Queretaro","2004","General","Mayor.a.65",154
"Quintana Roo ","2004","General","Mayor.a.65",3
"San Luis Potosi","2004","General","Mayor.a.65",26
"Sinaloa ","2004","General","Mayor.a.65",542
"Sonora ","2004","General","Mayor.a.65",256
"Tabasco ","2004","General","Mayor.a.65",1
"Tamaulipas ","2004","General","Mayor.a.65",13
"Tlaxcala ","2004","General","Mayor.a.65",3
"Veracruz ","2004","General","Mayor.a.65",13
"Yucatan","2004","General","Mayor.a.65",1
"Zacatecas ","2004","General","Mayor.a.65",229
"Aguascalientes ","2005","General","Mayor.a.65",116
"Baja California ","2005","General","Mayor.a.65",2
"Baja California Sur","2005","General","Mayor.a.65",5
"Campeche ","2005","General","Mayor.a.65",1
"Coahuila ","2005","General","Mayor.a.65",5
"Colima ","2005","General","Mayor.a.65",546
"Chiapas ","2005","General","Mayor.a.65",11
"Chihuahua ","2005","General","Mayor.a.65",18
"Distrito Federal ","2005","General","Mayor.a.65",9
"Durango ","2005","General","Mayor.a.65",300
"Guanajuato ","2005","General","Mayor.a.65",1142
"Guerrero ","2005","General","Mayor.a.65",1836
"Hidalgo ","2005","General","Mayor.a.65",16
"Jalisco ","2005","General","Mayor.a.65",2805
"Mexico","2005","General","Mayor.a.65",252
"Michoacan","2005","General","Mayor.a.65",1422
"Morelos ","2005","General","Mayor.a.65",1748
"Nayarit ","2005","General","Mayor.a.65",723
"Nuevo Leon","2005","General","Mayor.a.65",4
"Oaxaca ","2005","General","Mayor.a.65",461
"Puebla ","2005","General","Mayor.a.65",1390
"Queretaro","2005","General","Mayor.a.65",163
"Quintana Roo ","2005","General","Mayor.a.65",2
"San Luis Potosi","2005","General","Mayor.a.65",23
"Sinaloa ","2005","General","Mayor.a.65",417
"Sonora ","2005","General","Mayor.a.65",273
"Tabasco ","2005","General","Mayor.a.65",0
"Tamaulipas ","2005","General","Mayor.a.65",10
"Tlaxcala ","2005","General","Mayor.a.65",2
"Veracruz ","2005","General","Mayor.a.65",5
"Yucatan","2005","General","Mayor.a.65",4
"Zacatecas ","2005","General","Mayor.a.65",220
"Aguascalientes ","2006","General","Mayor.a.65",130
"Baja California ","2006","General","Mayor.a.65",3
"Baja California Sur","2006","General","Mayor.a.65",5
"Campeche ","2006","General","Mayor.a.65",1
"Coahuila ","2006","General","Mayor.a.65",3
"Colima ","2006","General","Mayor.a.65",577
"Chiapas ","2006","General","Mayor.a.65",16
"Chihuahua ","2006","General","Mayor.a.65",24
"Distrito Federal ","2006","General","Mayor.a.65",20
"Durango ","2006","General","Mayor.a.65",292
"Guanajuato ","2006","General","Mayor.a.65",1650
"Guerrero ","2006","General","Mayor.a.65",2600
"Hidalgo ","2006","General","Mayor.a.65",18
"Jalisco ","2006","General","Mayor.a.65",3624
"Mexico","2006","General","Mayor.a.65",351
"Michoacan","2006","General","Mayor.a.65",1658
"Morelos ","2006","General","Mayor.a.65",1889
"Nayarit ","2006","General","Mayor.a.65",860
"Nuevo Leon","2006","General","Mayor.a.65",4
"Oaxaca ","2006","General","Mayor.a.65",518
"Puebla ","2006","General","Mayor.a.65",1484
"Queretaro","2006","General","Mayor.a.65",150
"Quintana Roo ","2006","General","Mayor.a.65",3
"San Luis Potosi","2006","General","Mayor.a.65",25
"Sinaloa ","2006","General","Mayor.a.65",527
"Sonora ","2006","General","Mayor.a.65",234
"Tabasco ","2006","General","Mayor.a.65",0
"Tamaulipas ","2006","General","Mayor.a.65",14
"Tlaxcala ","2006","General","Mayor.a.65",1
"Veracruz ","2006","General","Mayor.a.65",15
"Yucatan","2006","General","Mayor.a.65",6
"Zacatecas ","2006","General","Mayor.a.65",307
"Aguascalientes ","2007","General","Mayor.a.65",157
"Baja California ","2007","General","Mayor.a.65",6
"Baja California Sur","2007","General","Mayor.a.65",2
"Campeche ","2007","General","Mayor.a.65",1
"Coahuila ","2007","General","Mayor.a.65",10
"Colima ","2007","General","Mayor.a.65",556
"Chiapas ","2007","General","Mayor.a.65",16
"Chihuahua ","2007","General","Mayor.a.65",22
"Distrito Federal ","2007","General","Mayor.a.65",18
"Durango ","2007","General","Mayor.a.65",342
"Guanajuato ","2007","General","Mayor.a.65",1644
"Guerrero ","2007","General","Mayor.a.65",2390
"Hidalgo ","2007","General","Mayor.a.65",11
"Jalisco ","2007","General","Mayor.a.65",3374
"Mexico","2007","General","Mayor.a.65",344
"Michoacan","2007","General","Mayor.a.65",1448
"Morelos ","2007","General","Mayor.a.65",1987
"Nayarit ","2007","General","Mayor.a.65",1040
"Nuevo Leon","2007","General","Mayor.a.65",6
"Oaxaca ","2007","General","Mayor.a.65",568
"Puebla ","2007","General","Mayor.a.65",1332
"Queretaro","2007","General","Mayor.a.65",157
"Quintana Roo ","2007","General","Mayor.a.65",3
"San Luis Potosi","2007","General","Mayor.a.65",23
"Sinaloa ","2007","General","Mayor.a.65",577
"Sonora ","2007","General","Mayor.a.65",268
"Tabasco ","2007","General","Mayor.a.65",2
"Tamaulipas ","2007","General","Mayor.a.65",16
"Tlaxcala ","2007","General","Mayor.a.65",2
"Veracruz ","2007","General","Mayor.a.65",19
"Yucatan","2007","General","Mayor.a.65",4
"Zacatecas ","2007","General","Mayor.a.65",335
"Aguascalientes ","2008","General","Mayor.a.65",144
"Baja California ","2008","General","Mayor.a.65",6
"Baja California Sur","2008","General","Mayor.a.65",6
"Campeche ","2008","General","Mayor.a.65",5
"Coahuila ","2008","General","Mayor.a.65",2
"Colima ","2008","General","Mayor.a.65",481
"Chiapas ","2008","General","Mayor.a.65",24
"Chihuahua ","2008","General","Mayor.a.65",13
"Distrito Federal ","2008","General","Mayor.a.65",18
"Durango ","2008","General","Mayor.a.65",322
"Guanajuato ","2008","General","Mayor.a.65",1624
"Guerrero ","2008","General","Mayor.a.65",2547
"Hidalgo ","2008","General","Mayor.a.65",15
"Jalisco ","2008","General","Mayor.a.65",3121
