"Estado","Ano","Tipo","Rango.edades","Valor"
"Durango ","2008","General","Entre.45.y.49",349
"Guanajuato ","2008","General","Entre.45.y.49",1186
"Guerrero ","2008","General","Entre.45.y.49",1705
"Hidalgo ","2008","General","Entre.45.y.49",10
"Jalisco ","2008","General","Entre.45.y.49",2489
"Mexico","2008","General","Entre.45.y.49",334
"Michoacan","2008","General","Entre.45.y.49",1387
"Morelos ","2008","General","Entre.45.y.49",1845
"Nayarit ","2008","General","Entre.45.y.49",827
"Nuevo Leon","2008","General","Entre.45.y.49",11
"Oaxaca ","2008","General","Entre.45.y.49",318
"Puebla ","2008","General","Entre.45.y.49",798
"Queretaro","2008","General","Entre.45.y.49",181
"Quintana Roo ","2008","General","Entre.45.y.49",5
"San Luis Potosi","2008","General","Entre.45.y.49",30
"Sinaloa ","2008","General","Entre.45.y.49",497
"Sonora ","2008","General","Entre.45.y.49",218
"Tabasco ","2008","General","Entre.45.y.49",0
"Tamaulipas ","2008","General","Entre.45.y.49",15
"Tlaxcala ","2008","General","Entre.45.y.49",2
"Veracruz ","2008","General","Entre.45.y.49",13
"Yucatan","2008","General","Entre.45.y.49",3
"Zacatecas ","2008","General","Entre.45.y.49",222
"Aguascalientes ","2009","General","Entre.45.y.49",83
"Baja California ","2009","General","Entre.45.y.49",11
"Baja California Sur","2009","General","Entre.45.y.49",3
"Campeche ","2009","General","Entre.45.y.49",4
"Coahuila ","2009","General","Entre.45.y.49",8
"Colima ","2009","General","Entre.45.y.49",578
"Chiapas ","2009","General","Entre.45.y.49",23
"Chihuahua ","2009","General","Entre.45.y.49",27
"Distrito Federal ","2009","General","Entre.45.y.49",20
"Durango ","2009","General","Entre.45.y.49",301
"Guanajuato ","2009","General","Entre.45.y.49",1188
"Guerrero ","2009","General","Entre.45.y.49",2122
"Hidalgo ","2009","General","Entre.45.y.49",15
"Jalisco ","2009","General","Entre.45.y.49",2543
"Mexico","2009","General","Entre.45.y.49",389
"Michoacan","2009","General","Entre.45.y.49",1506
"Morelos ","2009","General","Entre.45.y.49",1786
"Nayarit ","2009","General","Entre.45.y.49",843
"Nuevo Leon","2009","General","Entre.45.y.49",9
"Oaxaca ","2009","General","Entre.45.y.49",311
"Puebla ","2009","General","Entre.45.y.49",866
"Queretaro","2009","General","Entre.45.y.49",192
"Quintana Roo ","2009","General","Entre.45.y.49",14
"San Luis Potosi","2009","General","Entre.45.y.49",13
"Sinaloa ","2009","General","Entre.45.y.49",521
"Sonora ","2009","General","Entre.45.y.49",187
"Tabasco ","2009","General","Entre.45.y.49",2
"Tamaulipas ","2009","General","Entre.45.y.49",17
"Tlaxcala ","2009","General","Entre.45.y.49",3
"Veracruz ","2009","General","Entre.45.y.49",22
"Yucatan","2009","General","Entre.45.y.49",5
"Zacatecas ","2009","General","Entre.45.y.49",215
"Aguascalientes ","2010","General","Entre.45.y.49",90
"Baja California ","2010","General","Entre.45.y.49",8
"Baja California Sur","2010","General","Entre.45.y.49",3
"Campeche ","2010","General","Entre.45.y.49",5
"Coahuila ","2010","General","Entre.45.y.49",8
"Colima ","2010","General","Entre.45.y.49",597
"Chiapas ","2010","General","Entre.45.y.49",17
"Chihuahua ","2010","General","Entre.45.y.49",13
"Distrito Federal ","2010","General","Entre.45.y.49",29
"Durango ","2010","General","Entre.45.y.49",370
"Guanajuato ","2010","General","Entre.45.y.49",1310
"Guerrero ","2010","General","Entre.45.y.49",2182
"Hidalgo ","2010","General","Entre.45.y.49",11
"Jalisco ","2010","General","Entre.45.y.49",2419
"Mexico","2010","General","Entre.45.y.49",366
"Michoacan","2010","General","Entre.45.y.49",1382
"Morelos ","2010","General","Entre.45.y.49",1732
"Nayarit ","2010","General","Entre.45.y.49",798
"Nuevo Leon","2010","General","Entre.45.y.49",9
"Oaxaca ","2010","General","Entre.45.y.49",269
"Puebla ","2010","General","Entre.45.y.49",816
"Queretaro","2010","General","Entre.45.y.49",280
"Quintana Roo ","2010","General","Entre.45.y.49",13
"San Luis Potosi","2010","General","Entre.45.y.49",17
"Sinaloa ","2010","General","Entre.45.y.49",529
"Sonora ","2010","General","Entre.45.y.49",200
"Tabasco ","2010","General","Entre.45.y.49",3
"Tamaulipas ","2010","General","Entre.45.y.49",10
"Tlaxcala ","2010","General","Entre.45.y.49",3
"Veracruz ","2010","General","Entre.45.y.49",14
"Yucatan","2010","General","Entre.45.y.49",8
"Zacatecas ","2010","General","Entre.45.y.49",186
"Aguascalientes ","2011","General","Entre.45.y.49",87
"Baja California ","2011","General","Entre.45.y.49",7
"Baja California Sur","2011","General","Entre.45.y.49",5
"Campeche ","2011","General","Entre.45.y.49",5
"Coahuila ","2011","General","Entre.45.y.49",15
"Colima ","2011","General","Entre.45.y.49",599
"Chiapas ","2011","General","Entre.45.y.49",19
"Chihuahua ","2011","General","Entre.45.y.49",15
"Distrito Federal ","2011","General","Entre.45.y.49",28
"Durango ","2011","General","Entre.45.y.49",432
"Guanajuato ","2011","General","Entre.45.y.49",1339
"Guerrero ","2011","General","Entre.45.y.49",2333
"Hidalgo ","2011","General","Entre.45.y.49",8
"Jalisco ","2011","General","Entre.45.y.49",2409
"Mexico","2011","General","Entre.45.y.49",393
"Michoacan","2011","General","Entre.45.y.49",1543
"Morelos ","2011","General","Entre.45.y.49",2003
"Nayarit ","2011","General","Entre.45.y.49",690
"Nuevo Leon","2011","General","Entre.45.y.49",9
"Oaxaca ","2011","General","Entre.45.y.49",292
"Puebla ","2011","General","Entre.45.y.49",798
"Queretaro","2011","General","Entre.45.y.49",291
"Quintana Roo ","2011","General","Entre.45.y.49",16
"San Luis Potosi","2011","General","Entre.45.y.49",21
"Sinaloa ","2011","General","Entre.45.y.49",548
"Sonora ","2011","General","Entre.45.y.49",263
"Tabasco ","2011","General","Entre.45.y.49",3
"Tamaulipas ","2011","General","Entre.45.y.49",23
"Tlaxcala ","2011","General","Entre.45.y.49",0
"Veracruz ","2011","General","Entre.45.y.49",11
"Yucatan","2011","General","Entre.45.y.49",4
"Zacatecas ","2011","General","Entre.45.y.49",193
"Aguascalientes ","2012","General","Entre.45.y.49",93
"Baja California ","2012","General","Entre.45.y.49",5
"Baja California Sur","2012","General","Entre.45.y.49",4
"Campeche ","2012","General","Entre.45.y.49",6
"Coahuila ","2012","General","Entre.45.y.49",12
"Colima ","2012","General","Entre.45.y.49",627
"Chiapas ","2012","General","Entre.45.y.49",17
"Chihuahua ","2012","General","Entre.45.y.49",29
"Distrito Federal ","2012","General","Entre.45.y.49",25
"Durango ","2012","General","Entre.45.y.49",469
"Guanajuato ","2012","General","Entre.45.y.49",1663
"Guerrero ","2012","General","Entre.45.y.49",2607
"Hidalgo ","2012","General","Entre.45.y.49",21
"Jalisco ","2012","General","Entre.45.y.49",2591
"Mexico","2012","General","Entre.45.y.49",397
"Michoacan","2012","General","Entre.45.y.49",1753
"Morelos ","2012","General","Entre.45.y.49",1596
"Nayarit ","2012","General","Entre.45.y.49",864
"Nuevo Leon","2012","General","Entre.45.y.49",11
"Oaxaca ","2012","General","Entre.45.y.49",328
"Puebla ","2012","General","Entre.45.y.49",822
"Queretaro","2012","General","Entre.45.y.49",358
"Quintana Roo ","2012","General","Entre.45.y.49",9
"San Luis Potosi","2012","General","Entre.45.y.49",22
"Sinaloa ","2012","General","Entre.45.y.49",607
"Sonora ","2012","General","Entre.45.y.49",314
"Tabasco ","2012","General","Entre.45.y.49",1
"Tamaulipas ","2012","General","Entre.45.y.49",30
"Tlaxcala ","2012","General","Entre.45.y.49",3
"Veracruz ","2012","General","Entre.45.y.49",12
"Yucatan","2012","General","Entre.45.y.49",1
"Zacatecas ","2012","General","Entre.45.y.49",196
"Aguascalientes ","2013","General","Entre.45.y.49",117
"Baja California ","2013","General","Entre.45.y.49",4
"Baja California Sur","2013","General","Entre.45.y.49",3
"Campeche ","2013","General","Entre.45.y.49",3
"Coahuila ","2013","General","Entre.45.y.49",8
"Colima ","2013","General","Entre.45.y.49",676
"Chiapas ","2013","General","Entre.45.y.49",23
"Chihuahua ","2013","General","Entre.45.y.49",22
"Distrito Federal ","2013","General","Entre.45.y.49",34
"Durango ","2013","General","Entre.45.y.49",516
"Guanajuato ","2013","General","Entre.45.y.49",1484
"Guerrero ","2013","General","Entre.45.y.49",3059
"Hidalgo ","2013","General","Entre.45.y.49",10
"Jalisco ","2013","General","Entre.45.y.49",2618
"Mexico","2013","General","Entre.45.y.49",494
"Michoacan","2013","General","Entre.45.y.49",1846
"Morelos ","2013","General","Entre.45.y.49",1775
"Nayarit ","2013","General","Entre.45.y.49",990
"Nuevo Leon","2013","General","Entre.45.y.49",8
"Oaxaca ","2013","General","Entre.45.y.49",323
"Puebla ","2013","General","Entre.45.y.49",768
"Queretaro","2013","General","Entre.45.y.49",306
"Quintana Roo ","2013","General","Entre.45.y.49",7
"San Luis Potosi","2013","General","Entre.45.y.49",18
"Sinaloa ","2013","General","Entre.45.y.49",624
"Sonora ","2013","General","Entre.45.y.49",300
"Tabasco ","2013","General","Entre.45.y.49",2
"Tamaulipas ","2013","General","Entre.45.y.49",27
"Tlaxcala ","2013","General","Entre.45.y.49",7
"Veracruz ","2013","General","Entre.45.y.49",14
"Yucatan","2013","General","Entre.45.y.49",2
"Zacatecas ","2013","General","Entre.45.y.49",262
"Aguascalientes ","2003","General","Entre.50.y.59",104
"Baja California ","2003","General","Entre.50.y.59",4
"Baja California Sur","2003","General","Entre.50.y.59",9
"Campeche ","2003","General","Entre.50.y.59",4
"Coahuila ","2003","General","Entre.50.y.59",2
"Colima ","2003","General","Entre.50.y.59",745
"Chiapas ","2003","General","Entre.50.y.59",17
"Chihuahua ","2003","General","Entre.50.y.59",23
"Distrito Federal ","2003","General","Entre.50.y.59",15
"Durango ","2003","General","Entre.50.y.59",358
"Guanajuato ","2003","General","Entre.50.y.59",1225
"Guerrero ","2003","General","Entre.50.y.59",1404
"Hidalgo ","2003","General","Entre.50.y.59",20
"Jalisco ","2003","General","Entre.50.y.59",3099
"Mexico","2003","General","Entre.50.y.59",282
"Michoacan","2003","General","Entre.50.y.59",1653
"Morelos ","2003","General","Entre.50.y.59",1987
"Nayarit ","2003","General","Entre.50.y.59",967
"Nuevo Leon","2003","General","Entre.50.y.59",12
"Oaxaca ","2003","General","Entre.50.y.59",296
"Puebla ","2003","General","Entre.50.y.59",1126
"Queretaro","2003","General","Entre.50.y.59",218
"Quintana Roo ","2003","General","Entre.50.y.59",5
"San Luis Potosi","2003","General","Entre.50.y.59",21
"Sinaloa ","2003","General","Entre.50.y.59",509
"Sonora ","2003","General","Entre.50.y.59",831
"Tabasco ","2003","General","Entre.50.y.59",1
"Tamaulipas ","2003","General","Entre.50.y.59",19
"Tlaxcala ","2003","General","Entre.50.y.59",0
"Veracruz ","2003","General","Entre.50.y.59",13
"Yucatan","2003","General","Entre.50.y.59",3
"Zacatecas ","2003","General","Entre.50.y.59",183
"Aguascalientes ","2004","General","Entre.50.y.59",148
"Baja California ","2004","General","Entre.50.y.59",8
"Baja California Sur","2004","General","Entre.50.y.59",8
"Campeche ","2004","General","Entre.50.y.59",0
"Coahuila ","2004","General","Entre.50.y.59",7
"Colima ","2004","General","Entre.50.y.59",681
"Chiapas ","2004","General","Entre.50.y.59",21
"Chihuahua ","2004","General","Entre.50.y.59",31
"Distrito Federal ","2004","General","Entre.50.y.59",13
"Durango ","2004","General","Entre.50.y.59",346
"Guanajuato ","2004","General","Entre.50.y.59",1306
"Guerrero ","2004","General","Entre.50.y.59",1680
"Hidalgo ","2004","General","Entre.50.y.59",20
"Jalisco ","2004","General","Entre.50.y.59",3077
"Mexico","2004","General","Entre.50.y.59",202
"Michoacan","2004","General","Entre.50.y.59",1309
"Morelos ","2004","General","Entre.50.y.59",1651
"Nayarit ","2004","General","Entre.50.y.59",980
"Nuevo Leon","2004","General","Entre.50.y.59",27
"Oaxaca ","2004","General","Entre.50.y.59",273
"Puebla ","2004","General","Entre.50.y.59",1070
"Queretaro","2004","General","Entre.50.y.59",229
"Quintana Roo ","2004","General","Entre.50.y.59",3
"San Luis Potosi","2004","General","Entre.50.y.59",35
"Sinaloa ","2004","General","Entre.50.y.59",546
"Sonora ","2004","General","Entre.50.y.59",345
"Tabasco ","2004","General","Entre.50.y.59",0
"Tamaulipas ","2004","General","Entre.50.y.59",21
"Tlaxcala ","2004","General","Entre.50.y.59",0
"Veracruz ","2004","General","Entre.50.y.59",20
"Yucatan","2004","General","Entre.50.y.59",3
"Zacatecas ","2004","General","Entre.50.y.59",174
"Aguascalientes ","2005","General","Entre.50.y.59",102
"Baja California ","2005","General","Entre.50.y.59",10
"Baja California Sur","2005","General","Entre.50.y.59",3
"Campeche ","2005","General","Entre.50.y.59",2
"Coahuila ","2005","General","Entre.50.y.59",8
"Colima ","2005","General","Entre.50.y.59",672
"Chiapas ","2005","General","Entre.50.y.59",15
"Chihuahua ","2005","General","Entre.50.y.59",23
"Distrito Federal ","2005","General","Entre.50.y.59",28
"Durango ","2005","General","Entre.50.y.59",374
"Guanajuato ","2005","General","Entre.50.y.59",1544
"Guerrero ","2005","General","Entre.50.y.59",2121
"Hidalgo ","2005","General","Entre.50.y.59",17
"Jalisco ","2005","General","Entre.50.y.59",3194
"Mexico","2005","General","Entre.50.y.59",253
"Michoacan","2005","General","Entre.50.y.59",1592
"Morelos ","2005","General","Entre.50.y.59",2095
"Nayarit ","2005","General","Entre.50.y.59",889
"Nuevo Leon","2005","General","Entre.50.y.59",14
"Oaxaca ","2005","General","Entre.50.y.59",353
"Puebla ","2005","General","Entre.50.y.59",1238
"Queretaro","2005","General","Entre.50.y.59",243
"Quintana Roo ","2005","General","Entre.50.y.59",13
"San Luis Potosi","2005","General","Entre.50.y.59",28
"Sinaloa ","2005","General","Entre.50.y.59",567
"Sonora ","2005","General","Entre.50.y.59",325
"Tabasco ","2005","General","Entre.50.y.59",7
"Tamaulipas ","2005","General","Entre.50.y.59",24
"Tlaxcala ","2005","General","Entre.50.y.59",0
"Veracruz ","2005","General","Entre.50.y.59",20
"Yucatan","2005","General","Entre.50.y.59",4
"Zacatecas ","2005","General","Entre.50.y.59",212
"Aguascalientes ","2006","General","Entre.50.y.59",141
"Baja California ","2006","General","Entre.50.y.59",5
"Baja California Sur","2006","General","Entre.50.y.59",11
"Campeche ","2006","General","Entre.50.y.59",3
"Coahuila ","2006","General","Entre.50.y.59",12
"Colima ","2006","General","Entre.50.y.59",715
"Chiapas ","2006","General","Entre.50.y.59",14
"Chihuahua ","2006","General","Entre.50.y.59",27
"Distrito Federal ","2006","General","Entre.50.y.59",35
"Durango ","2006","General","Entre.50.y.59",388
"Guanajuato ","2006","General","Entre.50.y.59",1902
"Guerrero ","2006","General","Entre.50.y.59",2763
"Hidalgo ","2006","General","Entre.50.y.59",21
"Jalisco ","2006","General","Entre.50.y.59",3963
"Mexico","2006","General","Entre.50.y.59",318
"Michoacan","2006","General","Entre.50.y.59",1899
"Morelos ","2006","General","Entre.50.y.59",2289
"Nayarit ","2006","General","Entre.50.y.59",1046
"Nuevo Leon","2006","General","Entre.50.y.59",9
"Oaxaca ","2006","General","Entre.50.y.59",367
"Puebla ","2006","General","Entre.50.y.59",1329
"Queretaro","2006","General","Entre.50.y.59",246
"Quintana Roo ","2006","General","Entre.50.y.59",9
"San Luis Potosi","2006","General","Entre.50.y.59",33
"Sinaloa ","2006","General","Entre.50.y.59",601
"Sonora ","2006","General","Entre.50.y.59",295
"Tabasco ","2006","General","Entre.50.y.59",2
"Tamaulipas ","2006","General","Entre.50.y.59",23
"Tlaxcala ","2006","General","Entre.50.y.59",2
"Veracruz ","2006","General","Entre.50.y.59",22
"Yucatan","2006","General","Entre.50.y.59",2
"Zacatecas ","2006","General","Entre.50.y.59",224
"Aguascalientes ","2007","General","Entre.50.y.59",112
"Baja California ","2007","General","Entre.50.y.59",10
"Baja California Sur","2007","General","Entre.50.y.59",8
"Campeche ","2007","General","Entre.50.y.59",2
"Coahuila ","2007","General","Entre.50.y.59",8
"Colima ","2007","General","Entre.50.y.59",811
"Chiapas ","2007","General","Entre.50.y.59",28
"Chihuahua ","2007","General","Entre.50.y.59",21
"Distrito Federal ","2007","General","Entre.50.y.59",28
"Durango ","2007","General","Entre.50.y.59",410
"Guanajuato ","2007","General","Entre.50.y.59",2021
"Guerrero ","2007","General","Entre.50.y.59",2586
"Hidalgo ","2007","General","Entre.50.y.59",8
"Jalisco ","2007","General","Entre.50.y.59",3665
"Mexico","2007","General","Entre.50.y.59",336
"Michoacan","2007","General","Entre.50.y.59",1623
"Morelos ","2007","General","Entre.50.y.59",2551
"Nayarit ","2007","General","Entre.50.y.59",1163
"Nuevo Leon","2007","General","Entre.50.y.59",11
"Oaxaca ","2007","General","Entre.50.y.59",424
"Puebla ","2007","General","Entre.50.y.59",1130
"Queretaro","2007","General","Entre.50.y.59",241
"Quintana Roo ","2007","General","Entre.50.y.59",7
"San Luis Potosi","2007","General","Entre.50.y.59",32
"Sinaloa ","2007","General","Entre.50.y.59",654
"Sonora ","2007","General","Entre.50.y.59",315
"Tabasco ","2007","General","Entre.50.y.59",3
"Tamaulipas ","2007","General","Entre.50.y.59",17
"Tlaxcala ","2007","General","Entre.50.y.59",2
"Veracruz ","2007","General","Entre.50.y.59",39
"Yucatan","2007","General","Entre.50.y.59",8
"Zacatecas ","2007","General","Entre.50.y.59",273
"Aguascalientes ","2008","General","Entre.50.y.59",125
"Baja California ","2008","General","Entre.50.y.59",5
"Baja California Sur","2008","General","Entre.50.y.59",6
"Campeche ","2008","General","Entre.50.y.59",11
"Coahuila ","2008","General","Entre.50.y.59",12
"Colima ","2008","General","Entre.50.y.59",780
"Chiapas ","2008","General","Entre.50.y.59",50
"Chihuahua ","2008","General","Entre.50.y.59",23
"Distrito Federal ","2008","General","Entre.50.y.59",28
"Durango ","2008","General","Entre.50.y.59",405
"Guanajuato ","2008","General","Entre.50.y.59",1729
"Guerrero ","2008","General","Entre.50.y.59",2555
"Hidalgo ","2008","General","Entre.50.y.59",16
"Jalisco ","2008","General","Entre.50.y.59",3672
"Mexico","2008","General","Entre.50.y.59",471
"Michoacan","2008","General","Entre.50.y.59",1856
"Morelos ","2008","General","Entre.50.y.59",2400
"Nayarit ","2008","General","Entre.50.y.59",1207
"Nuevo Leon","2008","General","Entre.50.y.59",18
"Oaxaca ","2008","General","Entre.50.y.59",439
